sample_id,case_id,boundary_type,x_star,y_star,u_bc,v_bc,p_bc,normal_x,normal_y
48,C-base,inlet,0.0,-0.020000000000000018,1.4975999999999998,0.0,,-1.0,0.0
49,C-base,inlet,0.0,-0.010000000000000009,1.4994,0.0,,-1.0,0.0
50,C-base,inlet,0.0,0.0,1.5,0.0,,-1.0,0.0
51,C-base,inlet,0.0,0.010000000000000009,1.4994,0.0,,-1.0,0.0
52,C-base,inlet,0.0,0.020000000000000018,1.4975999999999998,0.0,,-1.0,0.0
53,C-base,inlet,0.0,0.030000000000000027,1.4946,0.0,,-1.0,0.0
54,C-base,inlet,0.0,0.040000000000000036,1.4904000000000002,0.0,,-1.0,0.0
55,C-base,inlet,0.0,0.050000000000000044,1.4849999999999999,0.0,,-1.0,0.0
56,C-base,inlet,0.0,0.06000000000000005,1.4784,0.0,,-1.0,0.0
57,C-base,inlet,0.0,0.07000000000000006,1.4706,0.0,,-1.0,0.0
58,C-base,inlet,0.0,0.07999999999999996,1.4616,0.0,,-1.0,0.0
59,C-base,inlet,0.0,0.08999999999999997,1.4514,0.0,,-1.0,0.0
60,C-base,inlet,0.0,0.09999999999999998,1.44,0.0,,-1.0,0.0
61,C-base,inlet,0.0,0.10999999999999999,1.4274,0.0,,-1.0,0.0
62,C-base,inlet,0.0,0.12,1.4136,0.0,,-1.0,0.0
63,C-base,inlet,0.0,0.13,1.3986,0.0,,-1.0,0.0
64,C-base,inlet,0.0,0.14,1.3824,0.0,,-1.0,0.0
65,C-base,inlet,0.0,0.15000000000000002,1.3649999999999998,0.0,,-1.0,0.0
66,C-base,inlet,0.0,0.16000000000000003,1.3464,0.0,,-1.0,0.0
67,C-base,inlet,0.0,0.17000000000000004,1.3266,0.0,,-1.0,0.0
68,C-base,inlet,0.0,0.18000000000000005,1.3055999999999999,0.0,,-1.0,0.0
69,C-base,inlet,0.0,0.19000000000000006,1.2833999999999999,0.0,,-1.0,0.0
70,C-base,inlet,0.0,0.20000000000000007,1.2599999999999998,0.0,,-1.0,0.0
71,C-base,inlet,0.0,0.20999999999999996,1.2354000000000003,0.0,,-1.0,0.0
72,C-base,inlet,0.0,0.21999999999999997,1.2096,0.0,,-1.0,0.0
73,C-base,inlet,0.0,0.22999999999999998,1.1825999999999999,0.0,,-1.0,0.0
74,C-base,inlet,0.0,0.24,1.1544,0.0,,-1.0,0.0
75,C-base,inlet,0.0,0.25,1.125,0.0,,-1.0,0.0
76,C-base,inlet,0.0,0.26,1.0944,0.0,,-1.0,0.0
77,C-base,inlet,0.0,0.27,1.0625999999999998,0.0,,-1.0,0.0
78,C-base,inlet,0.0,0.28,1.0295999999999998,0.0,,-1.0,0.0
79,C-base,inlet,0.0,0.29000000000000004,0.9954,0.0,,-1.0,0.0
80,C-base,inlet,0.0,0.30000000000000004,0.9599999999999999,0.0,,-1.0,0.0
81,C-base,inlet,0.0,0.31000000000000005,0.9233999999999999,0.0,,-1.0,0.0
82,C-base,inlet,0.0,0.32000000000000006,0.8855999999999997,0.0,,-1.0,0.0
83,C-base,inlet,0.0,0.33000000000000007,0.8465999999999997,0.0,,-1.0,0.0
84,C-base,inlet,0.0,0.33999999999999997,0.8064000000000001,0.0,,-1.0,0.0
85,C-base,inlet,0.0,0.35,0.765,0.0,,-1.0,0.0
86,C-base,inlet,0.0,0.36,0.7224,0.0,,-1.0,0.0
87,C-base,inlet,0.0,0.37,0.6786000000000001,0.0,,-1.0,0.0
